,Property Type,Price,Address,Locality,Beds,Baths,Home Size,Lot Size,Garage,Link,Construction
2201,House for Sale,"$1,550,000",2000 22nd St,"Sacramento, CA 95818",4 bed,2.5+ bath,"4,639 sqft","9,600 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2000-22nd-St_Sacramento_CA_95818_M24750-53480,
2202,House for Sale,"$379,000",4001 Hovnanian Dr,"Sacramento, CA 95834",2 bed,2 bath,"1,433 sqft","3,751 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4001-Hovnanian-Dr_Sacramento_CA_95834_M27906-87819,NEW CONSTRUCTION
2203,House for Sale,"$485,000",9969 Stirling Park Dr,"Sacramento, CA 95827",4 bed,4 bath,"3,311 sqft","6,930 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9969-Stirling-Park-Dr_Sacramento_CA_95827_M26935-12732,
2204,House for Sale,"$1,050,000",3624 Tolenas Ct,"Sacramento, CA 95864",4 bed,3 bath,"2,631 sqft",0.46 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/3624-Tolenas-Ct_Sacramento_CA_95864_M23458-65053,
2205,House for Sale,"$749,000",760 Cortlandt Dr,"Sacramento, CA 95864",4 bed,3 bath,"3,190 sqft",0.36 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/760-Cortlandt-Dr_Sacramento_CA_95864_M24067-57603,
2206,House for Sale,"$220,000",3701 41st Ave,"Sacramento, CA 95824",4 bed,1.5 bath,506 sqft,"5,663 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3701-41st-Ave_Sacramento_CA_95824_M16467-57897,
2207,House for Sale,"$549,000",3101 B St,"Sacramento, CA 95816",3 bed,3.5 bath,"1,615 sqft","3,485 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3101-B-St_Sacramento_CA_95816_M22899-23859,
2208,House for Sale,"$699,000",3577 D St,"Sacramento, CA 95816",4 bed,3 bath,"1,887 sqft","3,485 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3577-D-St_Sacramento_CA_95816_M19692-80109,
2209,House for Sale,"$169,000",5910 Wilkinson St,"Sacramento, CA 95824",2 bed,1 bath,742 sqft,0.25 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/5910-Wilkinson-St_Sacramento_CA_95824_M18153-13407,
2210,House for Sale,"$999,990",7621 Marina Cove Dr,"Sacramento, CA 95831",4 bed,3.5 bath,"3,613 sqft","8,817 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/7621-Marina-Cove-Dr_Sacramento_CA_95831_M15168-48822,
2211,House for Sale,"$454,900",1751 Red Alder Ave,"Sacramento, CA 95834",5 bed,2.5 bath,"2,405 sqft","4,591 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1751-Red-Alder-Ave_Sacramento_CA_95834_M15027-58473,
2212,Condo/Townhome,"$208,000",9125 Newhall Dr Apt 30,"Sacramento, CA 95826",2 bed,1.5 bath,"1,140 sqft",NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/9125-Newhall-Dr-Apt-30_Sacramento_CA_95826_M24060-43253,
2213,House for Sale,"$269,900",33 Brentford Cir,"Sacramento, CA 95823",3 bed,3 bath,"1,760 sqft","8,276 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/33-Brentford-Cir_Sacramento_CA_95823_M19843-67741,
2214,House for Sale,"$410,000",2353 Wailea Pl,"Sacramento, CA 95833",3 bed,2.5 bath,"1,660 sqft","2,178 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2353-Wailea-Pl_Sacramento_CA_95833_M12864-31573,
2215,House for Sale,"$235,000",3918 17th Ave,"Sacramento, CA 95820",3 bed,1 bath,960 sqft,"5,663 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/3918-17th-Ave_Sacramento_CA_95820_M16165-83856,
2216,House for Sale,"$322,500",4023 Arco Del Paso Ln,"Sacramento, CA 95834",2 bed,2 bath,"1,308 sqft","3,377 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4023-Arco-Del-Paso-Ln_Sacramento_CA_95834_M22053-82474,
2217,House for Sale,"$379,000",10 Kymper Ct,"Sacramento, CA 95823",5 bed,3 bath,"2,196 sqft","8,899 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/10-Kymper-Ct_Sacramento_CA_95823_M25474-01195,
2218,House for Sale,"$349,000",3430 Chenu Ave,"Sacramento, CA 95821",3 bed,2 bath,"1,400 sqft",0.23 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/3430-Chenu-Ave_Sacramento_CA_95821_M10539-29358,
2219,House for Sale,"$369,000",15 Bellows Pond Pl,"Sacramento, CA 95835",3 bed,2.5 bath,"1,708 sqft","2,749 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/15-Bellows-Pond-Pl_Sacramento_CA_95835_M20361-62020,
2220,House for Sale,"$255,000",7209 Old Nave Ct,"Sacramento, CA 95842",3 bed,2 bath,"1,081 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7209-Old-Nave-Ct_Sacramento_CA_95842_M26448-83826,
2221,Condo/Townhome,"$269,950",50 Regency Park Cir Unit 9107,"Sacramento, CA 95835",2 bed,2.5 bath,"1,303 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/50-Regency-Park-Cir-Unit-9107_Sacramento_CA_95835_M24638-58901,
2222,House for Sale,"$285,000",6842 Bowling Dr,"Sacramento, CA 95823",3 bed,2 bath,"1,487 sqft","6,534 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6842-Bowling-Dr_Sacramento_CA_95823_M19847-97262,
2223,House for Sale,"$285,000",8965 Talisman Dr,"Sacramento, CA 95826",3 bed,2 bath,"1,288 sqft","6,778 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8965-Talisman-Dr_Sacramento_CA_95826_M22802-67548,
2224,House for Sale,"$337,500",4928 Palm Ave,"Sacramento, CA 95841",3 bed,2 bath,"1,511 sqft","7,405 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4928-Palm-Ave_Sacramento_CA_95841_M17886-87425,
2225,House for Sale,"$330,000",22 E Al Ct,"Sacramento, CA 95838",4 bed,2 bath,"1,252 sqft","6,538 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/22-E-Al-Ct_Sacramento_CA_95838_M28256-52201,
2226,House for Sale,"$319,900",3325 Nut Plains Dr,"Sacramento, CA 95827",4 bed,2 bath,"1,587 sqft","7,318 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3325-Nut-Plains-Dr_Sacramento_CA_95827_M27997-95200,
2227,House for Sale,"$369,950",9228 Vancouver Dr,"Sacramento, CA 95826",4 bed,2 bath,"1,465 sqft","5,998 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9228-Vancouver-Dr_Sacramento_CA_95826_M26080-99192,
2228,House for Sale,"$315,000",175 River Run Cir,"Sacramento, CA 95833",3 bed,2.5 bath,"1,537 sqft","3,920 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/175-River-Run-Cir_Sacramento_CA_95833_M15038-26561,
2229,House for Sale,"$260,000",200 Silver Eagle Rd,"Sacramento, CA 95838",3 bed,2 bath,"1,152 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/200-Silver-Eagle-Rd_Sacramento_CA_95838_M17713-84656,
2230,House for Sale,"$330,000",7561 Event Way,"Sacramento, CA 95842",3 bed,2 bath,"1,224 sqft","4,774 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7561-Event-Way_Sacramento_CA_95842_M26389-95807,
2231,House for Sale,"$480,000",7025 Reichmuth Way,"Sacramento, CA 95831",3 bed,2 bath,"1,490 sqft","7,841 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7025-Reichmuth-Way_Sacramento_CA_95831_M26908-86446,
2232,House for Sale,"$320,000",9345 Appalachian Dr,"Sacramento, CA 95827",3 bed,2 bath,"1,363 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9345-Appalachian-Dr_Sacramento_CA_95827_M26308-68683,
2233,House for Sale,"$298,000",3119 Belden St,"Sacramento, CA 95815",3 bed,2 bath,"1,405 sqft","5,619 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/3119-Belden-St_Sacramento_CA_95815_M23477-69193,NEW CONSTRUCTION
2234,House for Sale,"$320,000",5093 N Laguna Dr,"Sacramento, CA 95823",4 bed,2 bath,"1,607 sqft","4,948 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5093-N-Laguna-Dr_Sacramento_CA_95823_M20273-72638,
2235,House for Sale,"$300,000",7339 Willowwick Way,"Sacramento, CA 95822",3 bed,2 bath,"1,337 sqft","6,098 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7339-Willowwick-Way_Sacramento_CA_95822_M21866-15819,
2236,House for Sale,"$325,000",1671 Vallarta Cir,"Sacramento, CA 95834",3 bed,2 bath,"1,210 sqft","3,485 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1671-Vallarta-Cir_Sacramento_CA_95834_M14746-84594,
2237,House for Sale,"$486,890",4354 Ligurian Sea Ln,"Sacramento, CA 95834",3 bed,3 bath,"3,306 sqft","5,830 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4354-Ligurian-Sea-Ln_Sacramento_CA_95834_M18060-72461,NEW CONSTRUCTION
2238,House for Sale,"$447,990",Bordeaux at Vineyard Creek The Fontina - Plan 1994,"Sacramento, CA 95829",3 bed,2 bath,"1,994 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Fontina-Plan-1994_Bordeaux-at-Vineyard-Creek_7489-Malva-Rosa-Way_Sacramento_CA_95829_P412155882417,NEW CONSTRUCTION
2239,Land,"$69,000",3077 Del Paso Blvd,"Sacramento, CA 95815",NOT LISTED,NOT LISTED,NOT LISTED,"8,668 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3077-Del-Paso-Blvd_Sacramento_CA_95815_M16618-63961,
2240,Land,"$62,000",1560 Sonoma Ave,"Sacramento, CA 95815",NOT LISTED,NOT LISTED,NOT LISTED,"4,683 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/1560-Sonoma-Ave_Sacramento_CA_95815_M16750-93371,
2241,Land,"$319,000",5024 Walnut Ave,"Sacramento, CA 95841",NOT LISTED,NOT LISTED,NOT LISTED,0.91 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/5024-Walnut-Ave_Sacramento_CA_95841_M20678-09335,
2242,Multi-Family Home,"$2,980,000",2615 H St,"Sacramento, CA 95816",0 bed,NOT LISTED,NOT LISTED,"6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2615-H-St_Sacramento_CA_95816_M93192-29380,
2243,Land,"$399,000",567 Swanston Dr,"Sacramento, CA 95818",NOT LISTED,NOT LISTED,NOT LISTED,"9,583 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/567-Swanston-Dr_Sacramento_CA_95818_M20890-00936,
2244,House for Sale,"$334,990",2653 American Ave,"Sacramento, CA 95833",4 bed,2.5 bath,"2,051 sqft","8,276 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2653-American-Ave_Sacramento_CA_95833_M27828-56866,
2245,House for Sale,"$2,375,000",1921 Ladino Rd,"Sacramento, CA 95864",4 bed,3.5 bath,"4,814 sqft",0.98 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/1921-Ladino-Rd_Sacramento_CA_95864_M15469-57777,
2246,House for Sale,"$250,000",4228 W Nichols Ave,"Sacramento, CA 95820",4 bed,2 bath,"1,440 sqft","4,792 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4228-W-Nichols-Ave_Sacramento_CA_95820_M15943-73355,
2247,House for Sale,"$629,000",8251 Medeiros Way,"Sacramento, CA 95829",5 bed,4 bath,"3,863 sqft","8,512 sqft lot",4 car,https://www.realtor.com/realestateandhomes-detail/8251-Medeiros-Way_Sacramento_CA_95829_M23131-85970,
2248,House for Sale,"$1,499,000",3997 Garden Hwy,"Sacramento, CA 95834",4 bed,5 bath,"5,484 sqft",0.81 acres lot,4 car,https://www.realtor.com/realestateandhomes-detail/3997-Garden-Hwy_Sacramento_CA_95834_M14143-54181,
2249,House for Sale,"$409,900",371 Pelican Bay Cir,"Sacramento, CA 95835",2 bed,2 bath,"1,797 sqft","5,310 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/371-Pelican-Bay-Cir_Sacramento_CA_95835_M21126-18619,
2250,House for Sale,"$269,970",434 Potomac Ave,"Sacramento, CA 95833",3 bed,2 bath,"1,823 sqft",0.27 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/434-Potomac-Ave_Sacramento_CA_95833_M27327-71440,
2251,House for Sale,"$364,900",2601 Klayko St,"Sacramento, CA 95833",3 bed,2.5 bath,"1,837 sqft","2,361 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2601-Klayko-St_Sacramento_CA_95833_M22245-00058,
2252,House for Sale,"$244,900",4609 Santa Monica Ave,"Sacramento, CA 95824",2 bed,1 bath,"1,794 sqft","5,227 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4609-Santa-Monica-Ave_Sacramento_CA_95824_M23222-14478,
2253,House for Sale,"$999,900",4451 Ashton Dr,"Sacramento, CA 95864",4 bed,2.5 bath,"3,346 sqft",0.29 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/4451-Ashton-Dr_Sacramento_CA_95864_M23719-13947,
2254,House for Sale,"$350,000",505 Santa Ana Ave,"Sacramento, CA 95838",3 bed,2 bath,"1,346 sqft","6,656 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/505-Santa-Ana-Ave_Sacramento_CA_95838_M15357-63473,
2255,Condo/Townhome,"$219,000",8733 Woodman Way Apt C,"Sacramento, CA 95826",2 bed,1.5 bath,"1,014 sqft",758 sqft lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/8733-Woodman-Way-Apt-C_Sacramento_CA_95826_M26109-97618,
2256,House for Sale,"$262,000",9509 Linda Rio Dr,"Sacramento, CA 95827",3 bed,2 bath,"1,182 sqft","6,447 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9509-Linda-Rio-Dr_Sacramento_CA_95827_M26351-17000,
2257,House for Sale,"$279,999",4531 Summit Way,"Sacramento, CA 95820",2 bed,1 bath,899 sqft,"5,227 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/4531-Summit-Way_Sacramento_CA_95820_M16407-69453,
2258,House for Sale,"$424,800",9768 Tribeca Dr,"Sacramento, CA 95829",3 bed,2.5 bath,"2,089 sqft","3,589 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9768-Tribeca-Dr_Sacramento_CA_95829_M22062-02539,
2259,House for Sale,"$240,000",7720 25th St,"Sacramento, CA 95832",3 bed,2 bath,"1,078 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/7720-25th-St_Sacramento_CA_95832_M13120-23829,
2260,Multi-Family Home,"$724,900",1209-1211 64th St,"Sacramento, CA 95819",6 bed,4 bath,"2,200 sqft","6,970 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1209-1211-64th-St_Sacramento_CA_95819_M21724-87776,
2261,Condo/Townhome,"$315,000",713 Woodside Ln E Unit 1,"Sacramento, CA 95825",3 bed,2.5 bath,"1,632 sqft","3,167 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/713-Woodside-Ln-E-Unit-1_Sacramento_CA_95825_M97337-42673,
2262,House for Sale,"$231,750",2740 Northglen St,"Sacramento, CA 95833",3 bed,1 bath,910 sqft,"6,534 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2740-Northglen-St_Sacramento_CA_95833_M91870-48993,
2263,House for Sale,"$220,000",2201 John Still Dr,"Sacramento, CA 95832",3 bed,2 bath,"1,047 sqft","6,730 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2201-John-Still-Dr_Sacramento_CA_95832_M11585-99944,
2264,House for Sale,"$290,000",2809 Merrywood Dr,"Sacramento, CA 95825",2 bed,1 bath,"1,094 sqft",0.23 acres lot,1 car,https://www.realtor.com/realestateandhomes-detail/2809-Merrywood-Dr_Sacramento_CA_95825_M15275-42221,
2265,Multi-Family Home,"$475,000",3941 Belden St,"Sacramento, CA 95838",8 bed,5 bath,"2,500 sqft",NOT LISTED,4 car,https://www.realtor.com/realestateandhomes-detail/3941-Belden-St_Sacramento_CA_95838_M18271-71771?ex=CA2308055369,
2266,House for Sale,"$554,490",The Redwood Collection at Parkside The Sequoia - Plan 3427,"Sacramento, CA 95829",4 bed,3.5 bath,"3,427 sqft",NOT LISTED,3 car,https://www.realtor.com/realestateandhomes-detail/The-Sequoia-Plan-3427_The-Redwood-Collection-at-Parkside_9366-Sugar-Bush-Cir_Sacramento_CA_95829_P414854659864,NEW CONSTRUCTION
2267,House for Sale,"$279,000",6637 Harley Way,"Sacramento, CA 95828",3 bed,2 bath,"1,328 sqft","8,712 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/6637-Harley-Way_Sacramento_CA_95828_M21997-09952,
2268,Condo/Townhome,"$185,000",1045 Fulton Ave Apt 390,"Sacramento, CA 95825",2 bed,2 bath,"1,000 sqft","3,141 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/1045-Fulton-Ave-Apt-390_Sacramento_CA_95825_M21179-88948,
2269,House for Sale,"$359,000",9552 Gardella Way,"Sacramento, CA 95829",3 bed,2 bath,"1,268 sqft","4,726 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9552-Gardella-Way_Sacramento_CA_95829_M23893-17172,
2270,House for Sale,"$249,900",5390 Ontario St,"Sacramento, CA 95820",3 bed,1 bath,"1,086 sqft","4,792 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5390-Ontario-St_Sacramento_CA_95820_M20258-75703,
2271,Condo/Townhome,"$215,000",2531 Fulton Square Ln Unit 27,"Sacramento, CA 95821",2 bed,2 bath,975 sqft,NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2531-Fulton-Square-Ln-27_Sacramento_CA_95821_M21370-75349,
2272,House for Sale,"$359,950",4956 Creek View Way,"Sacramento, CA 95841",3 bed,2 bath,"1,479 sqft","9,148 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/4956-Creek-View-Way_Sacramento_CA_95841_M20608-40603,
2273,Condo/Townhome,"$179,500",4200 E Commerce Way Unit 2312,"Sacramento, CA 95834",1 bed,1 bath,667 sqft,NOT LISTED,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/4200-E-Commerce-Way-Unit-2312_Sacramento_CA_95834_M15391-53665,
2274,House for Sale,"$369,999",42 Summer Rim Cir,"Sacramento, CA 95823",4 bed,2.5 bath,"1,872 sqft","6,839 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/42-Summer-Rim-Cir_Sacramento_CA_95823_M20251-73948,
2275,Condo/Townhome,"$554,990",1818 L St Unit 410,"Sacramento, CA 95811",1 bed,1 bath,942 sqft,NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/1818-L-St-Unit-410_Sacramento_CA_95811_M19800-53021,
2276,Condo/Townhome,"$415,000",351 Rio Del Oro Ln,"Sacramento, CA 95825",3 bed,3 bath,"1,829 sqft","1,744 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/351-Rio-Del-Oro-Ln_Sacramento_CA_95825_M24737-61767,
2277,House for Sale,"$375,000",5425 Fernwood Way,"Sacramento, CA 95841",4 bed,3 bath,"1,768 sqft","7,841 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5425-Fernwood-Way_Sacramento_CA_95841_M27337-63099,
2278,House for Sale,"$349,000",2187 Borona Way,"Sacramento, CA 95833",3 bed,2 bath,"1,438 sqft","5,663 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/2187-Borona-Way_Sacramento_CA_95833_M14567-59675,
2279,House for Sale,"$430,990",Heritage Vineyard Creek The Tuscany - Plan 2206,"Sacramento, CA 95829",3 bed,3 bath,"2,206 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Tuscany-Plan-2206_Heritage-Vineyard-Creek_7463-Golden-Stars-Way_Sacramento_CA_95829_P412387898366,NEW CONSTRUCTION
2280,House for Sale,"$407,990",Heritage Vineyard Creek The Florence - Plan 1824,"Sacramento, CA 95829",2 bed,2 bath,"1,824 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Florence-Plan-1824_Heritage-Vineyard-Creek_7463-Golden-Stars-Way_Sacramento_CA_95829_P414826579362,NEW CONSTRUCTION
2281,House for Sale,"$421,990",Heritage Vineyard Creek The Venice - Plan 2071,"Sacramento, CA 95829",3 bed,2 bath,"2,071 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/The-Venice-Plan-2071_Heritage-Vineyard-Creek_7463-Golden-Stars-Way_Sacramento_CA_95829_P413593506099,NEW CONSTRUCTION
2282,Multi-Family Home,"$400,000",5118 Rescue Ct,"Sacramento, CA 95841",4 bed,3 bath,"1,930 sqft","8,790 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/5118-Rescue-Ct_Sacramento_CA_95841_M21009-38758,
2283,House for Sale,"$410,990",Natomas Field Residence 3,"Sacramento, CA 95834",3 bed,2.5 bath,"2,049 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Residence-3_Natomas-Field_3881-Samuelson-Way_Sacramento_CA_95834_P413621114644,NEW CONSTRUCTION
2284,House for Sale,"$409,990",Natomas Field Residence 2,"Sacramento, CA 95834",3 bed,2.5 bath,"1,996 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Residence-2_Natomas-Field_3881-Samuelson-Way_Sacramento_CA_95834_P414421048682,NEW CONSTRUCTION
2285,House for Sale,"$401,990",Natomas Field Residence 1,"Sacramento, CA 95834",3 bed,2.5 bath,"1,826 sqft",NOT LISTED,2 car,https://www.realtor.com/realestateandhomes-detail/Residence-1_Natomas-Field_3881-Samuelson-Way_Sacramento_CA_95834_P412884584836,NEW CONSTRUCTION
2286,Land,"$449,000",10 Latham Ln,"Sacramento, CA 95864",NOT LISTED,NOT LISTED,NOT LISTED,0.3 acres lot,NOT LISTED,https://www.realtor.com/realestateandhomes-detail/10-Latham-Ln_Sacramento_CA_95864_M24509-55010,
2287,Land,"$350,000",920 Tomato Aly,"Sacramento, CA 95818",NOT LISTED,NOT LISTED,NOT LISTED,"1,599 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/920-Tomato-Aly_Sacramento_CA_95818_M20721-86628,
2288,House for Sale,"$599,000",4848 Old Kent Ln,"Sacramento, CA 95841",3 bed,2 bath,"3,015 sqft",0.51 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/4848-Old-Kent-Ln_Sacramento_CA_95841_M10509-22189,
2289,House for Sale,"$2,225,000",4500 Fair Oaks Blvd,"Sacramento, CA 95864",5 bed,4.5+ bath,"4,813 sqft",1.04 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/4500-Fair-Oaks-Blvd_Sacramento_CA_95864_M24217-79355,
2290,House for Sale,"$664,900",424 11th St,"Sacramento, CA 95814",3 bed,3.5 bath,"1,818 sqft","1,551 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/424-11th-St_Sacramento_CA_95814_M19064-52417,
2291,Multi-Family Home,"$699,000",3143 4th Ave,"Sacramento, CA 95817",4 bed,3 bath,NOT LISTED,"6,098 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/3143-4th-Ave_Sacramento_CA_95817_M25871-12169?ex=CA2299028501,
2292,House for Sale,"$419,000",2543 Freeport Blvd,"Sacramento, CA 95818",2 bed,2 bath,"1,070 sqft","4,356 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2543-Freeport-Blvd_Sacramento_CA_95818_M25081-45637,
2293,House for Sale,"$529,000",9 Sanderling Ct,"Sacramento, CA 95833",4 bed,3 bath,"2,412 sqft","5,519 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/9-Sanderling-Ct_Sacramento_CA_95833_M29439-66982,
2294,House for Sale,"$274,900",2401 Bell St,"Sacramento, CA 95825",2 bed,1 bath,899 sqft,"9,148 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/2401-Bell-St_Sacramento_CA_95825_M14271-47772,
2295,House for Sale,"$226,000",2390 American Ave,"Sacramento, CA 95833",2 bed,1 bath,848 sqft,"5,663 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/2390-American-Ave_Sacramento_CA_95833_M12967-54239,
2296,House for Sale,"$439,000",5371 Moddison Ave,"Sacramento, CA 95819",2 bed,1 bath,950 sqft,"6,660 sqft lot",1 car,https://www.realtor.com/realestateandhomes-detail/5371-Moddison-Ave_Sacramento_CA_95819_M20641-96464,
2297,House for Sale,"$920,000",1040 E Landing Way,"Sacramento, CA 95831",4 bed,3 bath,"4,042 sqft","9,583 sqft lot",3 car,https://www.realtor.com/realestateandhomes-detail/1040-E-Landing-Way_Sacramento_CA_95831_M14191-74786,
2298,House for Sale,"$449,000",869 Commons Dr,"Sacramento, CA 95825",3 bed,2 bath,"2,200 sqft","3,920 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/869-Commons-Dr_Sacramento_CA_95825_M24306-48648,
2299,House for Sale,"$1,349,000",1453 El Tejon Way,"Sacramento, CA 95864",4 bed,3.5 bath,"3,237 sqft",0.43 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/1453-El-Tejon-Way_Sacramento_CA_95864_M22663-76798,NEW CONSTRUCTION
2300,House for Sale,"$1,895,000",3810 Random Ln,"Sacramento, CA 95864",5 bed,4 bath,"5,288 sqft",1.21 acres lot,3 car,https://www.realtor.com/realestateandhomes-detail/3810-Random-Ln_Sacramento_CA_95864_M15457-28001,
2301,House for Sale,"$225,000",4055 23rd Ave,"Sacramento, CA 95820",3 bed,1 bath,780 sqft,"6,098 sqft lot",NOT LISTED,https://www.realtor.com/realestateandhomes-detail/4055-23rd-Ave_Sacramento_CA_95820_M28657-27640,
2302,House for Sale,"$499,000",3585 Bodega Ct,"Sacramento, CA 95864",3 bed,2 bath,"1,691 sqft",0.31 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/3585-Bodega-Ct_Sacramento_CA_95864_M21662-43210,
2303,House for Sale,"$339,900",8248 Judette Ave,"Sacramento, CA 95828",4 bed,2 bath,"1,610 sqft","8,555 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/8248-Judette-Ave_Sacramento_CA_95828_M11028-87360,
2304,House for Sale,"$363,500",1898 Acari Ave,"Sacramento, CA 95835",3 bed,2 bath,"1,492 sqft","3,742 sqft lot",2 car,https://www.realtor.com/realestateandhomes-detail/1898-Acari-Ave_Sacramento_CA_95835_M17659-90540,
2305,Condo/Townhome,"$759,000",1818 L St Unit 403,"Sacramento, CA 95811",1 bed,1.5 bath,"1,264 sqft",NOT LISTED,1 car,https://www.realtor.com/realestateandhomes-detail/1818-L-St-Unit-403_Sacramento_CA_95811_M18665-42490,
2306,Multi-Family Home,"$489,000",600 South Ave,"Sacramento, CA 95838",6 bed,4 bath,"2,640 sqft",0.35 acres lot,2 car,https://www.realtor.com/realestateandhomes-detail/600-South-Ave_Sacramento_CA_95838_M17440-31454,
